1018	beat	v	94941	95,61
1019	cool	j	94920	91,40
1020	democratic	j	94862	95,53
1021	cold	j	94856	95,52
1022	glass	n	94803	95,47
1023	improve	v	94764	95,43
1024	adult	n	94547	95,21
1025	trade	n	94509	95,17
1026	religious	j	94485	95,15
1027	head	v	94408	95,07
1028	review	n	94364	95,03
1029	kind	r	94334	95,00
1030	address	v	94155	94,82
1031	association	n	94100	94,76
1032	measure	n	93952	94,61
1033	stock	n	93809	94,47
1034	gas	n	93763	94,42
1035	deep	j	93753	94,41
1036	lawyer	n	93526	94,18
1037	production	n	93507	94,16
1038	relate	v	93433	94,09
1039	middle	j	93428	94,08
1040	management	n	93289	93,94
1041	original	j	93230	93,89
1042	victim	n	93207	93,86
1043	cancer	n	93157	93,81
1044	speech	n	92837	93,49
1045	particular	j	92775	93,43
1046	trial	n	92762	93,41
1047	none	p	92729	93,38
1048	item	n	92545	93,14
1049	weight	n	92516	93,17
1050	tomorrow	r	92490	93,16
1051	step	v	92268	92,92
1052	positive	j	92223	92,87
1053	form	v	92198	92,85
1054	citizen	n	92182	92,83
1055	study	v	92101	92,75
1056	trip	n	91830	92,48
1057	establish	v	91776	92,42
1058	executive	n	91696	92,34
1059	politics	n	91621	92,26
1060	stick	v	91597	92,24
1061	customer	n	91563	92,21
1062	manager	n	91527	92,17
1063	rather	i	91475	92,12
1064	publish	v	91441	92,08
1065	popular	j	91435	92,08
1066	sing	v	91395	92,04
1067	ahead	r	91325	91,97
1068	conference	n	91185	91,83
1069	total	j	91071	91,71
1070	discover	v	90959	91,60
1071	fast	r	90956	91,60
1072	base	n	90915	91,55
1073	direction	n	90826	91,46
1074	sunday	n	90771	91,41
1075	maintain	v	90737	91,37
1076	past	n	90674	91,31
1077	majority	n	90548	91,18
1078	peace	n	90518	91,15
1079	dinner	n	90516	91,15
1080	partner	n	90455	90,98
1081	user	n	90342	90,98
1082	above	i	90318	90,95
1083	fly	v	90236	90,87
1084	bag	n	90234	90,87
1085	therefore	r	89981	90,61
1086	rich	j	89706	90,34
1087	individual	j	89686	90,32
1088	tough	j	89612	90,24
1089	owner	n	89612	90,24
1090	shall	v	89582	90,21
1091	inside	i	89494	90,12
1092	voter	n	89245	89,87
1093	tool	n	89236	89,86
1094	june	n	89233	89,86
1095	far	j	89074	89,70
1096	may	n	88994	89,62
1097	mountain	n	88984	89,61
1098	range	n	88892	89,52
1099	coach	n	88826	89,45
1100	fear	n	88724	89,35
1101	friday	n	88632	89,25
1102	attorney	n	88616	89,24
1103	unless	c	88605	89,23
1104	nor	c	88431	89,05
1105	expert	n	88134	88,75
1106	structure	n	88114	88,73
1107	budget	n	88084	88,70
1108	insurance	n	88036	88,65
1109	text	n	87811	88,43
1110	freedom	n	87806	88,42
1111	crazy	j	87804	88,42
1112	reader	n	87422	88,04
1113	style	n	87244	87,86
1114	through	r	87238	87,85
1115	march	n	87215	87,83
1116	machine	n	87156	87,77
1117	november	n	87108	87,72
1118	generation	n	87071	87,68
1119	income	n	86902	87,51
1120	born	v	86829	87,44
1121	admit	v	86631	87,24
1122	hello	u	86614	87,22
1123	onto	i	86605	87,21
1124	sea	n	86544	87,15
1125	okay	j	86529	87,14
1126	mouth	n	86406	87,01
1127	throughout	i	86381	86,99
1128	own	v	86371	86,98
1129	test	v	86155	86,76
1130	web	n	85868	86,47
1131	shake	v	85841	86,44
1132	threat	n	85754	86,36
1133	solution	n	85661	86,26
1134	shut	v	85625	86,23
1135	down	i	85515	86,12
1136	travel	v	85441	86,04
1137	scientist	n	85428	86,03
1138	hide	v	85395	86,00
1139	obviously	r	85364	85,96
1140	refer	v	85212	85,81
1141	alone	r	85036	85,63
1142	drink	v	84895	85,49
1143	investigation	n	84783	85,38
1144	senator	n	84544	85,14
1145	unit	n	84518	85,11
1146	photograph	n	84476	85,07
1147	july	n	84439	85,03
1148	television	n	84433	85,03
1149	key	j	84228	84,82
1150	sexual	j	84220	84,81
1151	radio	n	84218	84,81
1152	prevent	v	84179	84,77
1153	once	c	84165	84,76
1154	modern	j	83945	84,53
1155	senate	n	83931	84,52
1156	violence	n	83882	84,47
1157	touch	v	83871	84,46
1158	feature	n	83853	84,44
1159	audience	n	83493	84,08
1160	evening	n	83312	83,90
1161	whom	p	83267	83,85
1162	front	i	83180	83,76
1163	hall	n	82960	83,54
1164	task	n	82839	83,42
1165	score	n	82738	83,32
1166	skin	n	82598	83,18
1167	suffer	v	82579	83,16
1168	wide	j	82565	83,11
1169	spring	n	82557	83,14
1170	experience	v	82550	83,13
1171	civil	j	82544	83,12
1172	safety	n	82535	83,11
1173	weekend	n	82429	83,01
1174	while	n	82196	82,77
1175	worth	i	82178	82,76
1176	title	n	82165	82,74
1177	heat	n	82112	82,69
1178	normal	j	82076	82,65
1179	hope	n	81896	82,47
1180	yard	n	81852	82,43
1181	finger	n	81817	82,39
1182	tend	v	81665	82,24
1183	mission	n	81524	82,10
1184	eventually	r	81481	82,05
1185	participant	n	81371	81,94
1186	hotel	n	81364	81,94
1187	judge	n	81312	81,88
1188	pattern	n	81097	81,67
1189	break	n	81057	81,63
1190	institution	n	80998	81,57
1191	faith	n	80912	81,48
1192	professional	j	80903	81,47
1193	reflect	v	80851	81,42
1194	folk	n	80843	81,41
1195	surface	n	80819	81,39
1196	fall	n	80585	81,15
1197	client	n	80584	81,15
1198	edge	n	80577	81,14
1199	traditional	j	80470	81,04
1200	council	n	80469	81,03
1201	device	n	80398	80,96
1202	firm	n	80364	80,93
1203	environmental	j	80328	80,89
1204	responsibility	n	80294	80,86
1205	chair	n	80186	80,75
1206	internet	n	80144	80,71
1207	october	n	80099	80,66
1208	by	r	80074	80,64
1209	funny	j	79978	80,49
1210	immediately	r	79856	80,42
1211	investment	n	79833	80,39
1212	ship	n	79715	80,28
1213	effective	j	79635	80,19
1214	previous	j	79535	80,09
1215	content	n	79496	80,05
1216	consumer	n	79489	80,05
1217	element	n	79440	80,00
1218	nuclear	j	79435	79,99
1219	spirit	n	79123	79,68
1220	directly	r	79121	79,68
1221	afraid	j	78979	79,53
1222	define	v	78953	79,51
1223	handle	v	78899	79,45
1224	track	n	78828	79,38
1225	run	n	78645	79,20
1226	wind	n	78623	79,18
1227	lack	n	78587	79,14
1228	cost	v	78520	79,07
1229	announce	v	78426	78,98
1230	journal	n	78364	78,91
1231	heavy	j	78327	78,88
1232	ice	n	78316	78,87
1233	collection	n	78281	78,83
1234	feed	v	78280	78,83
1235	soldier	n	78276	78,83
1236	just	j	78214	78,76
1237	governor	n	78194	78,74
1238	fish	n	78114	78,66
1239	shoulder	n	78062	78,61
1240	cultural	j	78023	78,57
1241	successful	j	77999	78,55
1242	fair	j	77775	78,32
1243	trust	v	77728	78,27
1244	suddenly	r	77721	78,27
1245	future	j	77663	78,21
1246	interested	j	77632	78,18
1247	deliver	v	77338	77,88
1248	saturday	n	77290	77,83
1249	editor	n	77280	77,82
1250	fresh	j	77195	77,74
1251	anybody	p	77150	77,69
1252	destroy	v	77088	77,63
1253	claim	n	77050	77,59
1254	critical	j	77026	77,57
1255	agreement	n	76793	77,33
1256	powerful	j	76773	77,31
1257	researcher	n	76737	77,28
1258	concept	n	76679	77,22
1259	willing	j	76629	77,17
1260	band	n	76423	76,96
1261	marry	v	76412	76,95
1262	promise	v	76397	76,93
1263	easily	r	76348	76,88
1264	restaurant	n	76197	76,73
1265	league	n	76178	76,71
1266	senior	j	76109	76,64
1267	capital	n	76018	76,55
1268	anymore	r	75907	76,44
1269	april	n	75906	76,44
1270	potential	j	75838	76,37
1271	etc	r	75726	76,26
1272	quick	j	75637	76,17
1273	magazine	n	75615	76,15
1274	status	n	75577	76,11
1275	attend	v	75448	75,98
1276	replace	v	75439	75,97
1277	due	i	75368	75,90
1278	hill	n	75365	75,89
1279	kitchen	n	75167	75,70
1280	achieve	v	74946	75,47
1281	screen	n	74705	75,23
1282	generally	r	74681	75,21
1283	mistake	n	74643	75,17
1284	along	r	74461	74,98
1285	strike	v	74378	74,90
1286	battle	n	74296	74,82
1287	spot	n	74296	74,51
1288	basic	j	74208	74,73
1289	very	j	74143	74,66
1290	corner	n	74047	74,57
1291	target	n	73925	74,44
1292	driver	n	73902	74,42
1293	beginning	n	73853	74,37
1294	religion	n	73744	74,26
1295	crisis	n	73691	74,21
1296	count	v	73650	74,17
1297	museum	n	73559	74,08
1298	engage	v	73493	74,01
1299	communication	n	73413	73,93
1300	murder	n	73388	73,90
1301	blow	v	73361	73,88
1302	object	n	73304	73,82
1303	express	v	73274	73,79
1304	huh	u	73257	73,77
1305	encourage	v	73251	73,77
1306	matter	v	73171	73,69
1307	blog	n	73163	73,68
1308	smile	v	73137	73,65
1309	return	n	73109	73,62
1310	belief	n	73067	73,58
1311	block	n	73065	73,58
1312	debt	n	73015	73,53
1313	fire	v	72911	73,42
1314	labor	n	72759	73,27
1315	understanding	n	72651	73,16
1316	neighborhood	n	72625	73,14
1317	contract	n	72568	73,08
1318	middle	n	72563	73,07
1319	species	n	72542	73,05
1320	additional	j	72539	73,05
1321	sample	n	72489	73,00
1322	involved	j	72455	72,96
1323	inside	r	72435	72,94
1324	mostly	r	72378	72,89
1325	path	n	72335	72,84
1326	concerned	j	72309	72,82
1327	apple	n	72273	72,78
1328	conduct	v	72181	72,69
1329	god	n	72022	72,53
1330	wonderful	j	71940	72,45
1331	library	n	71921	72,43
1332	prison	n	71871	72,38
1333	hole	n	71837	72,34
1334	attempt	n	71833	72,34
1335	complete	v	71752	72,26
1336	code	n	71659	72,16
1337	sales	n	71601	72,10
1338	gift	n	71372	71,87
1339	refuse	v	71277	71,78
1340	increase	n	71248	71,75
1341	garden	n	71243	71,74
1342	introduce	v	71221	71,72
1343	roll	v	71123	71,62
1344	christian	j	71055	71,55
1345	definitely	r	70982	71,48
1346	like	j	70955	71,45
1347	lake	n	70940	71,44
1348	turn	n	70831	71,33
1349	sure	r	70758	71,26
1350	earn	v	70697	71,19
1351	plane	n	70679	71,18
1352	vehicle	n	70662	71,16
1353	examine	v	70501	71,00
1354	application	n	70441	70,94
1355	thousand	n	70404	70,90
1356	coffee	n	70366	70,86
1357	gain	v	70275	70,77
1358	result	v	70269	70,76
1359	file	n	70059	70,55
1360	billion	m	70048	70,54
1361	reform	n	70010	70,50
1362	ignore	v	70007	70,50
1363	welcome	v	69914	70,41
1364	gold	n	69903	70,39
1365	jump	v	69861	70,35
1366	planet	n	69822	70,31
1367	location	n	69669	70,16
1368	bird	n	69662	70,15
1369	amazing	j	69525	70,01
1370	principle	n	69403	69,89
1371	promote	v	69398	69,89
1372	search	n	69392	69,88
1373	nine	m	69389	69,88
1374	alive	j	69360	69,85
1375	possibility	n	69316	69,80
1376	sky	n	69285	69,77
1377	otherwise	r	69243	69,73
1378	remind	v	69182	69,67
1379	healthy	j	69023	69,51
1380	fit	v	68996	69,48
1381	horse	n	68883	69,37
1382	advantage	n	68866	69,35
1383	commercial	j	68821	69,30
1384	steal	v	68807	69,29
1385	basis	n	68758	69,24
1386	context	n	68668	69,15
1387	highly	r	68586	69,07
1388	christmas	n	68542	69,02
1389	strength	n	68537	69,02
1390	move	n	68522	69,00
1391	monday	n	68488	68,97
1392	mean	n	68411	68,89
1393	alone	j	68401	68,88
1394	beach	n	68303	68,78
1395	survey	n	68301	68,78
1396	writing	n	68200	68,68
1397	master	n	68182	68,66
1398	cry	v	68161	68,64
1399	scale	n	68139	68,62
1400	resident	n	68096	68,57
1401	football	n	68073	68,55
1402	sweet	j	67903	68,38
1403	failure	n	67885	68,36
1404	reporter	n	67831	68,31
1405	commit	v	67792	68,27
1406	fight	n	67767	68,24
1407	one	n	67755	68,23
1408	associate	v	67750	68,23
1409	vision	n	67714	68,19
1410	function	n	67710	68,19
1411	truly	r	67680	68,16
1412	sick	j	67645	66,07
1413	average	j	67618	68,09
1414	human	n	67605	68,08
1415	stupid	j	67597	68,07
1416	will	n	67581	68,06
1417	chinese	j	67573	68,05
1418	connection	n	67550	68,02
1419	camp	n	67510	67,98
1420	stone	n	67456	67,93
1421	hundred	n	67455	67,93
1422	key	n	67404	67,88
1423	truck	n	67403	67,88
1424	afternoon	n	67378	67,85
1425	responsible	j	67329	67,80
1426	secretary	n	67325	67,80
1427	apparently	r	67248	67,72
1428	smart	j	67232	67,70
1429	southern	j	67179	67,65
1430	totally	r	67117	67,59
1431	western	j	67085	67,56
1432	collect	v	67062	67,53
1433	conflict	n	67061	67,53
1434	burn	v	66886	67,36
1435	learning	n	66879	67,35
1436	wake	v	66773	67,24
1437	contribute	v	66772	67,24
1438	ride	v	66723	67,19
1439	british	j	66700	67,17
1440	following	j	66684	67,15
1441	order	v	66657	67,13
1442	share	n	66642	67,11
1443	newspaper	n	66598	67,07
1444	foundation	n	66578	67,05
1445	variety	n	66555	67,02
1446	perspective	n	66540	67,01
1447	document	n	66467	66,93
1448	presence	n	66412	66,88
1449	stare	v	66392	66,86
1450	lesson	n	66252	66,72
1451	limit	v	66220	66,69
1452	appreciate	v	66216	66,68
1453	complete	j	66198	66,66
1454	observe	v	66197	66,66
1455	currently	r	66051	66,52
1456	hundred	m	66002	66,47
1457	fun	j	65982	66,45
1458	crowd	n	65965	66,43
1459	attack	v	65959	66,42
1460	apartment	n	65884	66,35
1461	survive	v	65838	66,30
1462	guest	n	65818	66,28
1463	soul	n	65749	66,21
1464	protection	n	65690	66,15
1465	intelligence	n	65687	66,15
1466	yesterday	r	65635	66,10
1467	somewhere	r	65620	66,08
1468	border	n	65422	65,88
1469	reading	n	65417	65,88
1470	terms	i	65413	65,87
1471	leadership	n	65396	65,86
1472	present	j	65336	65,80
1473	chief	n	65311	65,77
1474	attitude	n	65288	65,75
1475	start	n	65218	65,68
1476	um	u	65033	65,49
1477	deny	v	64887	65,34
1478	website	n	64875	64,86
1479	seriously	r	64827	65,28
1480	actual	j	64818	65,27
1481	recall	v	64789	65,24
1482	fix	v	64728	65,18
1483	negative	j	64601	65,05
1484	connect	v	64462	64,91
1485	distance	n	64404	64,86
1486	regular	j	64293	64,74
1487	climate	n	64223	64,67
1488	relation	n	64199	64,65
1489	flight	n	64148	64,60
1490	dangerous	j	64067	64,52
1491	boat	n	64026	64,48
1492	aspect	n	63967	64,42
1493	grab	v	63946	64,40
1494	until	i	63882	64,33
1495	favorite	j	63804	64,25
1496	like	r	63748	64,20
1497	january	n	63714	64,16
1498	independent	j	63631	64,08
1499	volume	n	63626	64,08
1500	am	r	63615	64,06
1501	lots	p	63604	64,05
1502	front	j	63594	64,04
1503	online	j	63564	64,01
1504	theater	n	63549	64,00
1505	speed	n	63502	63,95
1506	aware	j	63488	63,93
1507	identity	n	63440	63,89
1508	demand	n	63402	63,85
1509	extra	j	63392	63,84
1510	charge	v	63379	63,82
1511	guard	n	63290	63,73
1512	demonstrate	v	63269	63,71
1513	fully	r	63238	63,68
1514	tuesday	n	63179	63,62
1515	facility	n	63117	63,56
1516	farm	n	62942	63,38
1517	mind	v	62869	63,31
1518	fun	n	62839	63,28
1519	thousand	m	62833	63,27
1520	august	n	62821	63,26
1521	hire	v	62794	63,24
1522	light	j	62687	63,00
1523	link	n	62629	63,07
1524	shoe	n	62523	62,96
1525	institute	n	62451	62,89
1526	below	r	62313	62,75
1527	living	n	62299	62,74
1528	european	j	62156	62,59
1529	quarter	n	62138	62,57
1530	basically	r	62046	62,48
1531	forest	n	61942	62,38
1532	multiple	j	61694	62,13
1533	poll	n	61677	62,11
1534	wild	j	61605	62,04
1535	measure	v	61601	62,03
1536	twice	r	61563	62,00
1537	cross	v	61522	61,95
1538	background	n	61431	61,86
1539	settle	v	61424	61,86
1540	winter	n	61394	61,83
1541	focus	n	61392	61,82
1542	presidential	j	61351	61,78
1543	operate	v	61296	61,73
1544	fuck	v	61292	61,72
1545	view	v	61111	61,54
1546	daily	j	61083	61,51
1547	shop	n	61038	61,47
1548	above	r	61018	61,45
1549	division	n	60892	61,32
1550	slowly	r	60889	61,32
1551	advice	n	60861	61,29
1552	reaction	n	60811	61,24
1553	injury	n	60769	61,20
1554	it	n	60763	61,19
1555	ticket	n	60721	61,15
1556	grade	n	60710	61,14
1557	wow	u	60702	61,13
1558	birth	n	60673	61,10
1559	painting	n	60548	60,97
1560	outcome	n	60498	60,92
1561	enemy	n	60473	60,90
1562	damage	n	60384	60,81
1563	being	n	60354	60,78
1564	storm	n	60280	60,70
1565	shape	n	60252	60,68
1566	bowl	n	60234	60,66
1567	commission	n	60218	60,64
1568	captain	n	60187	60,61
1569	ear	n	60160	60,58
1570	troop	n	60133	60,56
1571	female	j	60116	60,54
1572	wood	n	60115	60,54
1573	warm	j	60062	60,48
1574	clean	j	60059	60,36
1575	lead	n	59773	60,19
1576	minister	n	59752	60,17
1577	neighbor	n	59746	60,17
1578	tiny	j	59714	60,13
1579	mental	j	59701	60,12
1580	software	n	59696	60,12
1581	glad	j	59681	60,10
1582	finding	n	59632	60,05
1583	lord	n	59563	59,98
1584	drive	n	59524	59,94
1585	temperature	n	59493	59,91
1586	quiet	j	59485	59,90
1587	spread	v	59483	59,90
1588	bright	j	59449	59,87
1589	cut	n	59434	59,85
1590	influence	n	59350	59,77
1591	kick	v	59307	59,72
1592	annual	j	59301	59,72
1593	procedure	n	59288	59,70
1594	respect	n	59226	59,64
1595	wave	n	59169	59,58
1596	tradition	n	59099	59,51
1597	threaten	v	59034	59,45
1598	primary	j	58990	59,40
1599	strange	j	58863	59,28
1600	actor	n	58856	59,27
1601	blame	v	58815	59,23
1602	active	j	58801	59,21
1603	cat	n	58763	59,18
1604	depend	v	58725	59,14
1605	bus	n	58707	59,17
1606	clothes	n	58660	59,07
1607	affair	n	58553	58,96
1608	contact	n	58518	58,93
1609	category	n	58470	58,88
1610	topic	n	58410	58,82
1611	victory	n	58342	58,75
1612	direct	j	58289	58,70
1613	towards	i	58251	58,66
1614	map	n	58218	58,63
1615	egg	n	58198	58,61
1616	ensure	v	58156	58,56
1617	general	n	58129	58,54
1618	expression	n	58120	58,53
1619	past	i	58119	58,53
1620	session	n	58108	58,52
1621	competition	n	58102	58,51
1622	possibly	r	58071	58,48
1623	technique	n	58028	58,44
1624	mine	p	58009	58,42
1625	average	n	57985	58,39
1626	intend	v	57970	58,38
1627	impossible	j	57892	58,30
1628	moral	j	57787	58,19
1629	academic	j	57717	58,12
1630	wine	n	57614	58,02
1631	approach	v	57607	58,01
1632	somehow	r	57596	58,00
1633	gather	v	57562	57,97
1634	scientific	j	57547	57,95
1635	african	j	57497	57,90
1636	cook	v	57383	57,79
1637	participate	v	57361	57,76
1638	gay	j	57195	57,60
1639	appropriate	j	57163	57,56
1640	youth	n	57132	57,53
1641	dress	v	56967	57,37
1642	straight	r	56942	57,34
1643	weather	n	56939	57,34
1644	recommend	v	56938	57,34
1645	medicine	n	56814	57,21
1646	novel	n	56709	57,11
1647	obvious	j	56696	57,09
1648	thursday	n	56611	57,01
1649	exchange	n	56534	56,93
1650	explore	v	56474	56,87
1651	extend	v	56458	56,85
1652	bay	n	56420	56,82
1653	invite	v	56415	56,81
1654	tie	v	56394	56,79
1655	ah	u	56374	56,77
1656	belong	v	56342	56,74
1657	obtain	v	56312	56,71
1658	broad	j	56310	56,71
1659	conclusion	n	56296	56,69
1660	progress	n	56162	56,56
1661	surprise	n	56116	56,51
1662	assessment	n	55956	56,35
1663	smile	n	55936	56,33
1664	feature	v	55868	56,26
1665	cash	n	55856	56,25
1666	defend	v	55825	56,22
1667	pound	n	55670	56,06
1668	correct	j	55632	56,02
1669	married	j	55629	56,02
1670	pair	n	55530	55,92
1671	slightly	r	55389	55,78
1672	loan	n	55348	55,74
1673	village	n	55217	55,60
1674	half	n	55207	55,59
1675	suit	n	55200	55,59
1676	demand	v	55168	55,56
1677	historical	j	55028	55,41
1678	meaning	n	55014	55,40
1679	attempt	v	54992	55,38
1680	supply	n	54988	55,37
1681	lift	v	54954	55,34
1682	ourselves	p	54951	55,34
1683	honey	n	54912	55,30
1684	bone	n	54911	55,30
1685	consequence	n	54883	55,27
1686	unique	j	54827	55,21
1687	next	i	54768	55,15
1688	regulation	n	54726	55,11
1689	award	n	54712	55,10
1690	bottom	n	54701	55,09
1691	excuse	v	54672	55,06
1692	familiar	j	54651	55,03
1693	classroom	n	54542	54,93
1694	search	v	54487	54,87
1695	reference	n	54390	54,77
1696	emerge	v	54379	54,76
1697	long	c	54354	54,74
1698	lunch	n	54300	54,68
1699	judge	v	54271	54,65
1700	ad	n	54265	54,65
1701	desire	n	54265	54,65
1702	instruction	n	54207	54,59
1703	emergency	n	54204	54,58
1704	thinking	n	54200	54,58
1705	tour	n	54157	54,54
1706	french	j	54133	54,51
1707	combine	v	54133	54,51
1708	moon	n	54069	54,45
1709	sad	j	54041	54,42
1710	address	n	54018	54,40
1711	december	n	53957	54,34
1712	anywhere	r	53945	54,32
1713	chicken	n	53916	54,29
1714	fuel	n	53882	54,26
1715	train	v	53865	54,24
1716	abuse	n	53777	54,15
1717	construction	n	53745	54,12
1718	wednesday	n	53706	54,08
1719	link	v	53674	54,05
1720	deserve	v	53654	54,03
1721	famous	j	53575	53,95
1722	intervention	n	53351	53,73
1723	grand	j	53325	53,70
1724	visit	n	53262	53,64
1725	confirm	v	53256	53,63
1726	lucky	j	53231	53,61
1727	insist	v	53141	53,51
1728	coast	n	53114	53,49
1729	proud	j	53067	53,44
1730	cover	n	53057	53,43
1731	fourth	m	53036	53,41
1732	cop	n	52982	53,35
1733	angry	j	52980	53,35
1734	native	j	52950	53,32
1735	supreme	j	52933	53,30
1736	baseball	n	52864	53,24
1737	but	i	52830	53,20
1738	email	n	52826	53,20
1739	accident	n	52784	53,15
1740	front	n	52764	53,13
1741	duty	n	52673	53,04
1742	growing	j	52661	53,03
1743	struggle	v	52598	52,97
1744	revenue	n	52579	52,95
1745	expand	v	52529	52,90
1746	chief	j	52508	52,88
1747	launch	v	52479	52,85
1748	trend	n	52452	52,82
1749	ring	n	52405	52,77
1750	repeat	v	52290	52,66
1751	breath	n	52280	52,65
1752	inch	n	52275	52,64
1753	neck	n	52214	52,58
1754	core	n	52195	52,56
1755	terrible	j	52179	52,55
1756	billion	n	52087	52,45
1757	relatively	r	52070	52,44
1758	complex	j	51957	52,32
1759	press	v	51939	52,30
1760	miss	n	51928	52,29
1761	slow	j	51880	52,24
1762	soft	j	51824	52,19
1763	generate	v	51796	52,16
1764	extremely	r	51789	52,15
1765	last	v	51774	52,14
1766	drink	n	51766	52,13
1767	forever	r	51747	52,11
1768	corporate	j	51712	52,08
1769	deep	r	51692	52,06
1770	prefer	v	51684	52,05
1771	except	c	51607	51,97
1772	cheap	j	51588	51,95
1773	literature	n	51523	51,89
1774	direct	v	51486	51,85
1775	mayor	n	51481	51,84
1776	male	j	51453	51,81
1777	importance	n	51419	51,78
1778	record	v	51375	51,74
1779	danger	n	51331	51,69
1780	emotional	j	51327	51,69
1781	knee	n	51298	51,66
1782	ass	n	51238	51,60
1783	capture	v	51215	51,57
1784	traffic	n	51138	51,50
1785	fucking	j	51076	51,43
1786	outside	r	51030	51,39
1787	now	c	50991	51,35
1788	train	n	50975	51,33
1789	plate	n	50934	51,29
1790	equipment	n	50894	51,25
1791	select	v	50804	51,16
1792	file	v	50771	51,13
1793	studio	n	50758	51,11
1794	expensive	j	50744	51,10
1795	secret	n	50730	51,09
1796	engine	n	50724	51,08
1797	adopt	v	50605	50,96
1798	luck	n	50589	50,94
1799	via	i	50560	50,92
1800	pm	r	50551	50,91
1801	panel	n	50544	50,90
1802	hero	n	50520	50,87
1803	circle	n	50510	50,86
1804	critic	n	50462	50,82
1805	solve	v	50437	50,79
1806	busy	j	50363	50,72
1807	episode	n	50354	50,71
1808	back	v	50340	50,69
1809	check	n	50298	50,65
1810	requirement	n	50272	50,63
1811	politician	n	50171	50,52
1812	rain	n	50093	50,44
1813	colleague	n	50084	50,44
1814	disappear	v	50053	50,40
1815	beer	n	50024	50,38
1816	predict	v	50013	50,36
1817	exercise	n	49985	50,34
1818	tired	j	49972	50,32
1819	democracy	n	49951	50,30
1820	ultimately	r	49899	50,25
1821	setting	n	49873	50,22
1822	honor	n	49871	50,22
1823	works	n	49867	50,22
1824	unfortunately	r	49863	50,21
1825	theme	n	49821	50,82
1826	issue	v	49792	50,14
1827	male	n	49791	50,14
1828	clean	v	49764	50,11
1829	united	j	49746	50,10
1830	pool	n	49670	50,02
1831	educational	j	49636	49,98
1832	empty	j	49565	49,91
1833	comfortable	j	49532	49,88
1834	investigate	v	49473	49,82
1835	useful	j	49468	49,82
1836	pocket	n	49462	49,81
1837	digital	j	49461	49,81
1838	plenty	p	49361	49,71
1839	entirely	r	49352	49,70
1840	fear	v	49288	49,63
1841	afford	v	49246	49,59
1842	sugar	n	49230	49,58
1843	teaching	n	49167	49,51
1844	conservative	j	49144	49,49
1845	chairman	n	49123	49,47
1846	error	n	49042	49,39
1847	bridge	n	49030	49,37
1848	tall	j	48978	49,32
1849	specifically	r	48927	49,27
1850	flower	n	48912	49,26
1851	though	r	48909	49,25
1852	universe	n	48854	49,20
1853	live	j	48836	49,18
1854	acknowledge	v	48811	49,15
1855	limit	n	48738	49,08
1856	coverage	n	48693	49,04
1857	crew	n	48673	49,01
1858	locate	v	48581	48,92
1859	balance	n	48537	48,88
1860	equal	j	48522	48,86
1861	lip	n	48507	48,97
1862	lean	v	48484	48,82
1863	zone	n	48403	48,74
1864	wedding	n	48365	48,70
1865	copy	n	48365	48,70
1866	score	v	48316	48,66
1867	joke	n	48299	48,64
1868	used	j	48287	48,63
1869	clear	v	48273	48,61
1870	bear	v	48272	48,61
1871	meal	n	48158	48,50
1872	review	v	48123	48,46
1873	minority	n	48052	48,39
1874	sight	n	48022	48,36
1875	sleep	n	48020	48,36
1876	russian	j	48001	48,34
1877	dress	n	47994	48,33
1878	release	n	47967	48,30
1879	soviet	j	47917	48,25
1880	profit	n	47886	48,22
1881	challenge	v	47854	48,19
1882	careful	j	47847	48,18
1883	gender	n	47825	48,73
1884	tape	n	47805	48,14
1885	ocean	n	47773	48,11
1886	unidentified	j	47748	48,08
1887	host	n	47739	48,07
1888	grant	v	47729	48,06
1889	circumstance	n	47687	48,02
1890	late	r	47682	48,02
1891	boss	n	47643	47,98
1892	declare	v	47594	47,93
1893	domestic	j	47518	47,85
1894	tea	n	47503	47,84
1895	organize	v	47499	47,83
1896	english	j	47464	47,80
1897	neither	r	47463	47,80
1898	either	d	47446	47,78
1899	official	j	47368	47,70
1900	surround	v	47314	47,65
1901	manner	n	47282	47,61
1902	surprised	j	47267	47,60
1903	percentage	n	47208	47,54
1904	massive	j	47167	47,50
1905	cloud	n	47140	47,47
1906	winner	n	47124	47,46
1907	honest	j	47105	47,44
1908	standard	j	47085	47,42
1909	propose	v	47044	47,37
1910	rely	v	47026	47,36
1911	plus	i	46937	47,27
1912	sentence	n	46932	47,26
1913	request	n	46865	47,19
1914	appearance	n	46855	47,18
1915	regarding	i	46854	47,18
1916	excellent	j	46847	47,18
1917	criminal	j	46839	47,17
1918	salt	n	46825	47,15
1919	beauty	n	46819	47,15
1920	bottle	n	46801	47,13
1921	component	n	46800	47,13
1922	under	r	46799	47,13
1923	fee	n	46768	47,10
1924	jewish	j	46702	47,03
1925	yours	p	46632	46,96
1926	dry	j	46604	46,93
1927	dance	n	46601	46,93
1928	shirt	n	46579	46,91
1929	tip	n	46537	46,86
1930	plastic	n	46455	46,78
1931	indian	j	46454	46,78
1932	mark	v	46427	46,75
1933	tooth	n	46405	46,73
1934	meat	n	46401	46,73
1935	stress	n	46396	46,72
1936	illegal	j	46386	46,71
1937	significantly	r	46378	46,70
1938	february	n	46378	46,70
1939	constitution	n	46355	46,68
1940	definition	n	46347	46,67
1941	uncle	n	46291	46,62
1942	metal	n	46260	46,59
1943	album	n	46247	46,57
